STATE,YEAR,dealer_regulations,buyer_regulations,gun_posses_prohibitions,background_checks,ammunition_regulations,possession_regulations,concealed_carry_permits,assault_weapons_bans,child_access_prevention,gun_trafficking,domestic_violence,no_preemption,no_stand_your_ground,immunity,total_laws
Oregon,1996,3,2,4,0,0,1,4,0,0,0,0,0,1,1,16
Pennsylvania,1996,9,3,5,0,0,1,3,0,0,0,2,0,1,1,25
Rhode Island,1996,8,8,5,9,2,2,3,0,3,0,0,0,1,1,42
South Carolina,1996,3,2,1,0,0,6,4,0,0,0,0,0,1,1,18
South Dakota,1996,0,0,1,0,0,1,2,0,0,0,0,0,1,1,6
Tennessee,1996,1,4,0,3,0,5,2,0,0,0,1,0,1,1,18
Texas,1996,0,1,1,0,0,5,3,0,4,0,0,0,1,0,15
Utah,1996,0,0,3,0,0,3,4,0,0,2,1,0,0,1,14
Vermont,1996,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3
Virginia,1996,1,2,3,0,0,1,3,0,0,2,0,0,1,1,14
Washington,1996,5,0,4,0,1,2,4,0,0,0,7,0,1,0,24
West Virginia,1996,1,0,6,0,0,1,3,0,0,0,0,0,1,1,13
Wisconsin,1996,0,2,3,0,0,2,6,0,2,0,3,0,1,1,20
Wyoming,1996,0,0,0,0,0,3,3,0,0,0,0,0,1,1,8
Alabama,1997,7,1,1,0,0,0,3,0,0,0,1,1,1,1,16
Alaska,1997,0,1,1,0,0,1,3,0,0,0,0,0,1,1,8
Arizona,1997,0,0,4,0,0,1,4,0,0,0,1,0,1,1,12
Arkansas,1997,0,0,3,0,0,3,3,0,0,0,1,0,1,0,11
California,1997,13,7,7,11,3,4,6,4,4,5,3,2,1,0,70
Colorado,1997,1,0,1,0,0,1,2,0,0,0,1,3,1,1,11
Connecticut,1997,11,5,5,6,0,5,4,4,4,2,9,3,1,1,60
Delaware,1997,3,1,5,0,0,1,3,0,4,2,1,0,1,0,21
Florida,1997,1,1,1,0,0,8,3,0,3,2,0,0,1,1,21
Georgia,1997,2,0,1,0,0,4,3,0,0,0,0,0,1,0,11
Hawaii,1997,8,15,8,2,1,5,3,0,5,0,11,3,1,1,63
Idaho,1997,0,0,0,0,0,0,3,0,0,0,0,2,1,0,6
Illinois,1997,5,5,6,7,3,7,6,0,0,0,7,3,1,1,51
Indiana,1997,1,0,1,0,0,2,4,0,0,0,1,0,1,1,11
Iowa,1997,0,4,1,3,2,2,4,0,2,0,0,0,1,1,20
Kansas,1997,0,0,1,0,0,1,6,0,0,0,1,3,1,1,14
Kentucky,1997,0,0,1,0,0,1,3,0,0,0,0,0,1,0,6
Louisiana,1997,0,1,0,0,0,3,4,0,0,0,0,0,1,1,10
Maine,1997,2,0,2,0,0,1,2,0,0,0,1,0,1,1,10
Maryland,1997,7,6,6,6,2,3,5,1,6,0,4,0,1,1,48
Massachusetts,1997,12,7,5,6,5,6,4,0,0,5,12,3,1,1,67
Michigan,1997,6,6,1,3,0,1,6,0,0,0,0,0,1,1,25
Minnesota,1997,2,1,6,0,0,3,6,0,6,0,6,0,1,1,32
Mississippi,1997,0,0,1,0,0,4,3,0,0,0,0,0,1,1,10
Missouri,1997,0,3,1,3,0,1,6,0,0,0,0,0,1,1,16
Montana,1997,0,0,0,0,0,1,2,0,0,0,1,0,1,0,5
Nebraska,1997,0,3,1,2,0,3,6,0,0,1,0,3,1,1,21
Nevada,1997,0,0,1,0,0,2,3,0,0,0,0,0,1,0,7
New Hampshire,1997,1,0,0,0,0,0,1,0,0,0,0,3,1,1,7
New Jersey,1997,8,7,4,5,0,6,6,5,4,0,1,3,1,1,51
New Mexico,1997,0,0,1,0,0,1,6,0,0,0,0,0,1,1,10
New York,1997,4,5,5,1,1,5,6,0,0,0,8,3,1,1,40
North Carolina,1997,1,2,1,4,0,3,3,0,4,0,0,0,1,1,20
North Dakota,1997,0,0,4,0,0,2,3,0,0,2,0,0,1,1,13
Ohio,1997,0,3,2,0,0,1,6,0,0,2,1,3,1,1,20
Oklahoma,1997,0,1,1,0,0,2,4,0,0,0,1,0,1,1,11
Oregon,1997,3,2,4,0,0,1,4,0,0,0,0,0,1,1,16
Pennsylvania,1997,10,3,5,6,0,1,3,0,0,0,2,0,1,1,32
Rhode Island,1997,8,9,5,9,2,2,3,0,3,0,0,0,1,1,43
South Carolina,1997,3,2,1,0,0,6,4,0,0,0,0,0,1,1,18
South Dakota,1997,0,0,1,0,0,1,2,0,0,0,0,0,1,1,6
Tennessee,1997,1,4,0,3,0,5,3,0,0,0,1,0,1,1,19
Texas,1997,0,1,1,0,0,5,3,0,4,0,0,0,1,0,15
Utah,1997,0,0,3,0,0,3,3,0,0,2,1,0,0,1,13
Vermont,1997,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3
Virginia,1997,1,2,3,0,0,1,4,0,0,2,0,0,1,1,15
Washington,1997,5,0,4,0,1,2,4,0,0,0,7,0,1,0,24
West Virginia,1997,1,0,6,0,0,1,3,0,0,0,0,0,1,1,13
Wisconsin,1997,0,2,3,0,0,2,6,0,2,0,3,0,1,1,20
Wyoming,1997,0,0,0,0,0,3,4,0,0,0,0,0,1,1,9
Alabama,1998,7,1,1,0,0,0,3,0,0,0,1,1,1,1,16
Alaska,1998,0,1,1,0,0,1,3,0,0,0,0,0,1,1,8
Arizona,1998,0,0,4,0,0,1,4,0,0,0,1,0,1,1,12
Arkansas,1998,0,0,3,0,0,3,3,0,0,0,1,0,1,0,11
California,1998,13,7,7,11,3,4,6,4,4,5,3,2,1,0,70
Colorado,1998,1,0,1,0,0,1,2,0,0,0,1,3,1,1,11
Connecticut,1998,11,5,5,7,0,5,4,4,5,2,9,3,1,1,62
Delaware,1998,3,1,5,0,1,1,3,0,4,2,1,0,1,0,22
Florida,1998,1,1,1,0,0,8,3,0,3,2,1,0,1,1,22
Georgia,1998,2,0,1,0,0,4,3,0,0,0,0,0,1,0,11
Hawaii,1998,8,15,8,2,1,5,3,0,5,0,11,3,1,1,63
Idaho,1998,0,0,0,0,0,0,3,0,0,0,0,2,1,0,6
Illinois,1998,5,5,6,7,3,7,7,0,0,0,9,3,1,1,54
Indiana,1998,1,0,1,0,0,2,4,0,0,0,1,0,1,1,11
Iowa,1998,0,4,1,3,2,2,4,0,2,0,0,0,1,1,20
Kansas,1998,0,0,1,0,0,1,7,0,0,0,1,3,1,1,15
Kentucky,1998,0,0,1,0,0,1,3,0,0,0,0,0,1,0,6
Louisiana,1998,0,1,0,0,0,3,4,0,0,0,0,0,1,1,10
Maine,1998,2,0,2,0,0,1,2,0,0,0,1,0,1,1,10
Maryland,1998,7,6,6,6,2,3,5,1,6,0,4,0,1,1,48
Massachusetts,1998,14,10,7,7,6,9,5,3,11,5,17,3,1,1,99
Michigan,1998,6,6,1,3,0,1,7,0,0,0,0,0,1,1,26
Minnesota,1998,2,1,6,0,0,3,6,0,6,0,6,0,1,1,32
Mississippi,1998,0,0,1,0,0,4,3,0,0,0,0,0,1,1,10
Missouri,1998,0,3,1,3,0,1,7,0,0,0,0,0,1,1,17
Montana,1998,0,0,0,0,0,1,2,0,0,0,1,0,1,0,5
Nebraska,1998,0,3,1,2,0,3,7,0,0,1,0,3,1,1,22
Nevada,1998,0,0,1,0,0,2,3,0,0,0,0,0,1,0,7
New Hampshire,1998,1,0,0,0,0,0,1,0,0,0,0,3,1,1,7
New Jersey,1998,8,7,4,5,0,6,7,5,4,0,1,3,1,1,52
New Mexico,1998,0,0,1,0,0,1,7,0,0,0,0,0,1,1,11
New York,1998,4,5,6,1,1,5,6,0,0,0,8,3,1,1,41
North Carolina,1998,1,2,1,4,0,3,3,0,4,0,0,0,1,1,20
North Dakota,1998,0,0,4,0,0,2,3,0,0,2,0,0,1,1,13
Ohio,1998,0,3,2,0,0,1,7,0,0,2,1,3,1,1,21
Oklahoma,1998,0,1,1,0,0,2,4,0,0,0,1,0,1,1,11
Oregon,1998,3,2,4,0,0,1,4,0,0,0,0,0,1,1,16
Pennsylvania,1998,10,3,5,6,0,1,5,0,0,0,2,0,1,1,34
Rhode Island,1998,8,9,5,9,2,2,3,0,3,0,0,0,1,1,43
South Carolina,1998,3,2,1,0,0,6,4,0,0,0,0,0,1,1,18
South Dakota,1998,0,0,1,0,0,1,2,0,0,0,0,0,1,1,6
Tennessee,1998,4,1,0,0,0,5,3,0,0,0,1,0,1,1,16
Texas,1998,0,1,1,0,0,5,3,0,4,0,0,0,1,0,15
Utah,1998,0,0,3,0,0,3,3,0,0,2,1,0,0,1,13
Vermont,1998,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3
Virginia,1998,1,2,3,0,0,1,4,0,0,2,0,0,1,1,15
Washington,1998,5,0,4,0,1,2,4,0,0,0,7,0,1,0,24
West Virginia,1998,1,0,6,0,0,1,3,0,0,0,1,0,1,1,14
Wisconsin,1998,0,2,3,0,0,2,7,0,2,0,3,0,1,1,21
Wyoming,1998,0,0,0,0,0,3,4,0,0,0,0,0,1,1,9
Alabama,1999,7,1,1,0,0,0,3,0,0,0,1,1,1,1,16
Alaska,1999,0,1,1,0,0,1,3,0,0,0,0,0,1,0,7
Arizona,1999,0,0,4,0,0,1,4,0,0,0,1,0,1,0,11
Arkansas,1999,0,0,3,0,0,3,5,0,0,0,1,0,1,0,13
California,1999,13,8,7,11,3,4,6,4,4,5,3,2,1,0,71
Colorado,1999,1,0,1,0,0,1,2,0,0,0,1,3,1,1,11
Connecticut,1999,12,5,5,10,0,6,4,4,5,2,11,3,1,1,69
Delaware,1999,3,1,5,0,1,1,3,0,4,2,3,0,1,0,24
Florida,1999,1,1,1,0,0,8,3,0,3,2,1,0,1,1,22
Georgia,1999,2,0,1,0,0,4,3,0,0,0,0,0,1,0,11
Hawaii,1999,8,15,8,2,1,5,3,0,5,0,11,3,1,1,63
Idaho,1999,0,0,0,0,0,0,3,0,0,0,0,2,1,0,6
Illinois,1999,5,5,6,7,3,7,7,0,0,0,9,3,1,1,54
Indiana,1999,1,0,0,0,0,2,4,0,0,0,1,0,1,1,10
Iowa,1999,0,4,1,3,2,2,4,0,2,0,0,0,1,1,20
Kansas,1999,0,0,1,0,0,1,7,0,0,0,1,3,1,1,15
Kentucky,1999,0,0,1,0,0,1,3,0,0,0,0,0,1,0,6
Louisiana,1999,0,1,0,0,0,3,4,0,0,0,0,0,1,0,9
Maine,1999,2,0,2,0,0,1,2,0,0,0,1,0,1,0,9
Maryland,1999,7,6,6,6,2,3,5,1,6,0,4,0,1,1,48
Massachusetts,1999,14,10,8,7,6,9,5,4,11,5,17,3,1,1,101
Michigan,1999,6,6,1,3,0,1,7,0,0,0,0,0,1,1,26
Minnesota,1999,2,1,6,0,0,3,6,0,6,0,6,0,1,1,32
Mississippi,1999,0,0,1,0,0,4,3,0,0,0,0,0,1,1,10
Missouri,1999,0,3,1,3,0,1,7,0,0,0,0,0,1,1,17
Montana,1999,0,0,0,0,0,1,2,0,0,0,1,0,1,0,5
Nebraska,1999,0,3,1,2,0,3,7,0,0,1,0,3,1,1,22
Nevada,1999,0,0,1,0,0,2,3,0,0,0,0,0,1,0,7
New Hampshire,1999,1,0,0,0,0,0,1,0,0,0,0,3,1,1,7
New Jersey,1999,8,7,4,5,0,6,7,5,4,0,1,3,1,1,52
New Mexico,1999,0,0,1,0,0,1,7,0,0,0,0,0,1,1,11
New York,1999,4,5,6,1,1,5,6,0,0,0,9,3,1,1,42
North Carolina,1999,1,2,1,4,0,3,3,0,4,0,0,0,1,1,20
North Dakota,1999,0,0,4,0,0,2,3,0,0,2,0,0,1,1,13
Ohio,1999,0,3,2,0,0,1,7,0,0,2,1,3,1,1,21
Oklahoma,1999,0,1,1,0,0,2,4,0,0,0,1,0,1,0,10
Oregon,1999,3,2,4,0,0,1,4,0,0,0,0,0,1,1,16
Pennsylvania,1999,10,3,5,6,0,1,5,0,0,0,2,0,1,0,33
Rhode Island,1999,8,9,5,9,2,3,3,0,3,0,0,0,1,1,44
South Carolina,1999,3,2,1,0,0,6,4,0,0,0,0,0,1,1,18
South Dakota,1999,0,0,1,0,0,1,2,0,0,0,0,0,1,0,5
Tennessee,1999,4,1,0,0,0,5,3,0,0,0,1,0,1,0,15
Texas,1999,0,1,1,0,0,5,3,0,4,0,0,0,1,0,15
Utah,1999,0,0,3,0,0,3,3,0,0,2,1,0,0,1,13
Vermont,1999,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3
Virginia,1999,1,2,3,0,0,1,4,0,0,2,0,0,1,1,15
Washington,1999,5,0,4,0,1,2,4,0,0,0,7,0,1,0,24
West Virginia,1999,1,0,6,0,0,1,3,0,0,0,1,0,1,1,14
Wisconsin,1999,0,2,3,0,0,2,7,0,2,0,3,0,1,1,21
Wyoming,1999,0,0,0,0,0,3,4,0,0,0,0,0,1,1,9
Alabama,2000,5,0,1,0,0,0,3,0,0,0,1,0,1,0,11
Alaska,2000,0,1,1,0,0,1,3,0,0,0,0,0,1,0,7
Arizona,2000,0,0,4,0,0,1,4,0,0,0,3,0,1,0,13
Arkansas,2000,0,0,3,0,0,3,5,0,0,0,1,0,1,0,13
California,2000,13,8,7,11,3,4,6,7,4,5,14,2,1,0,85
Colorado,2000,1,0,1,0,0,1,2,0,0,2,1,3,1,0,12
Connecticut,2000,12,5,5,10,0,6,4,4,5,2,11,3,1,1,69
Delaware,2000,3,1,5,0,1,1,3,0,4,2,3,0,1,0,24
Florida,2000,1,1,1,0,0,8,3,0,3,2,1,0,1,1,22
Georgia,2000,2,0,1,0,0,4,3,0,0,0,0,0,1,0,11
Hawaii,2000,8,15,9,2,1,5,3,0,5,0,16,3,1,1,69
Idaho,2000,0,0,0,0,0,1,3,0,0,0,0,2,1,0,7
Illinois,2000,5,5,6,7,3,7,7,0,2,2,9,3,1,1,58
Indiana,2000,1,0,0,0,0,2,4,0,0,0,1,0,1,1,10
Iowa,2000,0,4,1,3,2,2,4,0,2,0,0,0,1,1,20
Kansas,2000,0,0,1,0,0,1,7,0,0,0,1,3,1,1,15
Kentucky,2000,0,0,1,0,0,1,3,0,0,0,0,0,1,0,6
Louisiana,2000,0,1,0,0,0,3,4,0,0,0,0,0,1,0,9
Maine,2000,2,0,2,0,0,1,2,0,0,0,1,0,1,0,9
Maryland,2000,7,6,6,6,2,3,5,1,7,2,4,0,1,1,51
Massachusetts,2000,14,10,8,7,6,9,5,4,11,5,17,3,1,1,101
Michigan,2000,6,6,1,3,0,1,7,0,1,0,0,0,1,0,26
Minnesota,2000,2,1,6,0,0,3,6,0,6,0,6,0,1,1,32
Mississippi,2000,0,0,1,0,0,4,3,0,0,0,0,0,1,1,10
Missouri,2000,0,3,1,3,0,1,7,0,0,0,0,0,1,1,17
Montana,2000,0,0,0,0,0,1,2,0,0,0,1,0,1,0,5
Nebraska,2000,0,3,1,2,0,3,7,0,0,1,0,3,1,1,22
Nevada,2000,0,0,1,0,0,2,3,0,0,0,0,0,1,0,7
New Hampshire,2000,1,0,0,0,0,0,1,0,3,0,5,3,1,1,15
New Jersey,2000,8,7,4,5,0,6,7,5,6,0,1,3,1,1,54
New Mexico,2000,0,0,1,0,0,1,7,0,0,0,0,0,1,1,11
New York,2000,4,7,6,5,2,6,6,4,2,3,9,3,1,1,59
North Carolina,2000,1,2,1,4,0,3,3,0,4,0,0,0,1,1,20
North Dakota,2000,0,0,4,0,0,2,3,0,0,2,0,0,1,1,13
Ohio,2000,0,3,2,0,0,1,7,0,0,2,1,3,1,1,21
Oklahoma,2000,0,1,1,0,0,2,4,0,0,0,1,0,1,0,10
Oregon,2000,5,2,4,6,0,1,4,0,0,0,0,0,1,1,24
Pennsylvania,2000,10,3,5,6,0,1,5,0,1,0,2,0,1,0,34
Rhode Island,2000,8,9,5,9,2,3,3,0,4,0,0,0,1,1,45
South Carolina,2000,3,2,1,0,0,6,4,0,0,0,0,0,1,0,17
South Dakota,2000,0,0,1,0,0,1,2,0,0,0,0,0,1,0,5
Tennessee,2000,4,1,0,0,0,5,3,0,0,0,1,0,1,0,15
Texas,2000,0,1,1,0,0,5,3,0,4,0,0,0,1,0,15
Utah,2000,0,0,3,0,0,3,3,0,0,2,1,0,0,0,12
Vermont,2000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3
Virginia,2000,1,2,3,0,0,1,4,0,0,2,0,0,1,0,14
Washington,2000,5,0,4,0,1,2,4,0,0,0,7,0,1,0,24
West Virginia,2000,1,0,6,0,0,1,3,0,0,0,5,0,1,1,18
Wisconsin,2000,0,2,3,0,0,2,7,0,2,0,3,0,1,1,21
Wyoming,2000,0,0,0,0,0,3,4,0,0,0,0,0,1,1,9
Alabama,2001,5,0,1,0,0,0,3,0,0,0,1,0,1,0,11
Alaska,2001,0,1,1,0,0,1,3,0,0,0,0,0,1,0,7
Arizona,2001,0,0,4,0,0,1,4,0,0,0,3,0,1,0,13
Arkansas,2001,0,0,3,0,0,3,5,0,0,0,1,0,1,0,13
California,2001,14,8,7,11,3,4,6,7,4,5,14,2,1,0,86
Colorado,2001,1,0,1,4,0,1,2,0,0,2,1,3,1,0,16
Connecticut,2001,12,5,5,10,0,6,4,4,5,2,11,3,1,1,69
Delaware,2001,3,1,5,0,1,1,3,0,4,2,3,0,1,0,24
Florida,2001,1,1,1,0,0,8,3,0,3,2,1,0,1,0,21
Georgia,2001,2,0,1,0,0,4,3,0,0,0,0,0,1,0,11
Hawaii,2001,8,15,9,2,1,5,3,0,5,0,16,3,1,1,69
Idaho,2001,0,0,0,0,0,1,3,0,0,0,0,2,1,0,7
Illinois,2001,5,5,6,7,3,7,7,0,2,2,9,3,1,1,58
Indiana,2001,1,0,0,0,0,2,4,0,0,0,1,0,1,0,9
Iowa,2001,0,4,1,3,2,2,4,0,2,0,0,0,1,1,20
Kansas,2001,0,0,1,0,0,1,7,0,0,0,1,3,1,1,15
Kentucky,2001,0,0,1,0,0,1,3,0,0,0,0,0,1,0,6
Louisiana,2001,0,1,0,0,0,3,4,0,0,0,0,0,1,0,9
Maine,2001,2,0,2,0,0,1,2,0,0,0,1,0,1,0,9
Maryland,2001,7,6,6,6,2,3,5,1,7,2,4,0,1,1,51
Massachusetts,2001,14,10,8,7,6,9,5,4,11,5,17,3,1,1,101
Michigan,2001,6,6,1,3,0,2,4,0,1,0,0,0,1,0,24
Minnesota,2001,2,1,6,0,0,3,6,0,6,0,6,0,1,1,32
Mississippi,2001,0,0,1,0,0,4,3,0,0,0,0,0,1,1,10
Missouri,2001,0,3,1,3,0,1,7,0,0,0,0,0,1,1,17
Montana,2001,0,0,0,0,0,1,2,0,0,0,1,0,1,0,5
Nebraska,2001,0,3,1,2,0,3,7,0,0,1,0,3,1,1,22
Nevada,2001,0,0,1,0,0,2,3,0,0,0,0,0,1,0,7
New Hampshire,2001,1,0,0,0,0,0,1,0,3,0,5,3,1,1,15
New Jersey,2001,8,8,4,5,0,7,7,5,6,0,1,3,1,1,56
New Mexico,2001,0,0,1,0,0,1,1,0,0,0,0,0,1,1,5
New York,2001,4,7,6,5,2,6,6,4,2,4,9,3,1,1,60
North Carolina,2001,1,2,1,4,0,3,3,0,4,0,0,0,1,1,20
North Dakota,2001,0,0,4,0,0,2,3,0,0,2,0,0,1,0,12
Ohio,2001,0,3,2,0,0,1,7,0,0,2,1,3,1,0,20
Oklahoma,2001,0,1,1,0,0,2,4,0,0,0,1,0,1,0,10
Oregon,2001,5,2,4,6,0,1,4,0,0,0,0,0,1,1,24
Pennsylvania,2001,10,3,5,6,0,1,5,0,1,0,2,0,1,0,34
Rhode Island,2001,8,9,5,9,2,3,3,0,4,0,0,0,1,1,45
South Carolina,2001,4,2,1,0,0,6,4,0,0,0,0,0,1,0,18
South Dakota,2001,0,0,1,0,0,1,2,0,0,0,0,0,1,0,5
Tennessee,2001,4,1,0,0,0,5,3,0,0,0,1,0,1,0,15
Texas,2001,0,1,1,0,0,5,3,0,4,0,3,0,1,0,18
Utah,2001,0,0,3,0,0,3,3,0,0,2,1,0,0,0,12
Vermont,2001,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3
Virginia,2001,1,2,3,0,0,1,4,0,0,2,0,0,1,0,14
Washington,2001,5,0,4,0,1,2,4,0,0,0,7,0,1,0,24
West Virginia,2001,1,0,6,0,0,1,3,0,0,0,7,0,1,1,20
Wisconsin,2001,0,2,3,0,0,2,7,0,2,0,3,0,1,1,21
Wyoming,2001,0,0,0,0,0,3,4,0,0,0,0,0,1,1,9
Alabama,2002,5,0,1,0,0,0,3,0,0,0,1,0,1,0,11
Alaska,2002,0,1,1,0,0,1,3,0,0,0,0,0,1,0,7
Arizona,2002,0,0,4,0,0,1,4,0,0,0,3,0,1,0,13
Arkansas,2002,0,0,3,0,0,3,5,0,0,0,1,0,1,0,13
California,2002,14,8,7,11,3,4,6,7,7,5,17,2,1,1,93
Colorado,2002,1,0,1,4,0,1,2,0,0,2,1,3,1,0,16
Connecticut,2002,12,5,6,10,0,6,4,4,5,2,11,3,1,1,70
Delaware,2002,3,1,5,0,1,1,4,0,4,2,3,0,1,0,25
Florida,2002,1,1,1,0,0,8,3,0,3,2,1,0,1,0,21
Georgia,2002,2,0,1,0,0,4,3,0,0,0,0,0,1,0,11
Hawaii,2002,8,15,9,2,1,5,3,0,5,0,16,3,1,1,69
Idaho,2002,0,0,0,0,0,1,3,0,0,0,0,2,1,0,7
Illinois,2002,5,5,6,7,3,7,7,0,2,2,9,3,1,1,58
Indiana,2002,1,0,0,0,0,2,4,0,0,0,1,0,1,0,9
Iowa,2002,0,4,1,3,2,2,4,0,2,0,0,0,1,1,20
Kansas,2002,0,0,1,0,0,1,7,0,0,0,1,3,1,0,14
Kentucky,2002,0,0,1,0,0,1,3,0,0,0,0,0,1,0,6
Louisiana,2002,0,1,0,0,0,3,4,0,0,0,0,0,1,0,9
Maine,2002,2,0,2,0,0,1,2,0,0,0,1,0,1,0,9
Maryland,2002,7,7,6,6,2,3,5,1,7,2,4,0,1,1,52
Massachusetts,2002,14,10,8,7,6,9,5,4,11,5,17,3,1,1,101
Michigan,2002,6,6,1,3,0,2,4,0,1,0,0,0,1,0,24
Minnesota,2002,2,1,6,0,0,3,6,0,6,0,6,0,1,1,32
Mississippi,2002,0,0,1,0,0,4,3,0,0,0,0,0,1,1,10
Missouri,2002,0,3,1,3,0,1,7,0,0,0,0,0,1,1,17
Montana,2002,0,0,0,0,0,1,2,0,0,0,1,0,1,0,5
Nebraska,2002,0,3,1,2,0,3,7,0,0,1,0,3,1,1,22
